t,rsp1,ppg1,rsp2,ppg2
4.752,0.20919,0.4741,0.261,0.40274
4.76,0.20039,0.4956,0.26491,0.44477
4.768,0.19159,0.51808,0.26882,0.48778
4.776,0.1828,0.53959,0.27273,0.52981
4.784,0.17595,0.55816,0.27761,0.56989
4.792,0.16911,0.57283,0.28152,0.60215
4.8,0.16325,0.58553,0.28543,0.62659
4.808,0.15836,0.59629,0.28935,0.65103
4.816,0.15347,0.60508,0.29326,0.67058
4.824,0.14956,0.6129,0.29717,0.68524
4.832,0.14663,0.61779,0.30108,0.69599
4.84,0.14272,0.61975,0.30499,0.70088
4.848,0.13978,0.62072,0.3089,0.70088
4.856,0.13685,0.6217,0.31281,0.69697
4.864,0.13392,0.6217,0.31672,0.68817
4.872,0.13099,0.62072,0.31965,0.67742
4.88,0.12805,0.61779,0.32258,0.66569
4.888,0.12512,0.6129,0.32551,0.65298
4.896,0.12219,0.60704,0.32942,0.64027
4.904,0.11926,0.59922,0.33236,0.62561
4.912,0.11437,0.58944,0.33529,0.61095
4.92,0.11046,0.57967,0.33724,0.59629
4.928,0.10557,0.56794,0.34018,0.57967
4.936,0.099707,0.55523,0.34311,0.56403
4.944,0.095797,0.54252,0.34506,0.54839
4.952,0.090909,0.53079,0.34702,0.53275
4.96,0.086022,0.52102,0.34897,0.51808
4.968,0.082111,0.5132,0.34995,0.5044
4.976,0.076246,0.50733,0.35191,0.49169
4.984,0.070381,0.50244,0.35288,0.48094
4.992,0.062561,0.49951,0.35386,0.47214
5,0.054741,0.49853,0.35484,0.46432
5.008,0.047898,0.49658,0.35582,0.4565
5.016,0.040078,0.49462,0.35777,0.4477
5.024,0.033236,0.49365,0.35875,0.43988
5.032,0.026393,0.49169,0.36168,0.43109
5.04,0.021505,0.48778,0.36364,0.42326
5.048,0.01564,0.48387,0.36559,0.41544
5.056,0.01173,0.47996,0.36852,0.40665
5.064,0.0078201,0.47605,0.37048,0.39883
5.072,0.0058651,0.47214,0.37243,0.39198
5.08,0.0029325,0.46823,0.37537,0.38416
5.088,0.0029325,0.46432,0.3783,0.3783
5.096,0.001955,0.45943,0.38123,0.37341
5.104,0.0029325,0.45552,0.38514,0.36755
5.112,0.0039101,0.45161,0.38807,0.36168
5.12,0.0058651,0.4477,0.39198,0.35582
5.128,0.0087977,0.44379,0.39589,0.35093
5.136,0.012708,0.44086,0.3998,0.34604
5.144,0.017595,0.43597,0.40371,0.34213
5.152,0.024438,0.43109,0.40762,0.33822
5.16,0.031281,0.42717,0.41153,0.33529
5.168,0.040078,0.42424,0.41544,0.33236
5.176,0.049853,0.42131,0.42033,0.3304
5.184,0.061584,0.41838,0.42424,0.32747
5.192,0.073314,0.4174,0.42815,0.32649
5.2,0.084066,0.41447,0.43304,0.32454
5.208,0.095797,0.41251,0.43695,0.32258
5.216,0.10753,0.40958,0.44184,0.31965
5.224,0.11926,0.40762,0.44575,0.31769
5.232,0.13294,0.40665,0.45064,0.31476
5.24,0.14663,0.40665,0.45455,0.31281
5.248,0.16031,0.40665,0.45943,0.30987
5.256,0.17498,0.4086,0.46334,0.30694
5.264,0.18768,0.41056,0.46725,0.30499
5.272,0.20137,0.41251,0.47116,0.30205
5.28,0.2131,0.41447,0.47507,0.30108
5.288,0.22483,0.41544,0.47898,0.3001
5.296,0.23754,0.41642,0.48192,0.29912
5.304,0.25024,0.41642,0.48583,0.29912
5.312,0.26295,0.41544,0.48876,0.29814
5.32,0.27566,0.41447,0.49267,0.29717
5.328,0.28935,0.41349,0.49658,0.29619
5.336,0.30205,0.41153,0.50049,0.29521
5.344,0.31574,0.41056,0.5044,0.29326
5.352,0.32942,0.41056,0.50831,0.29032
5.36,0.34115,0.41153,0.51222,0.28837
5.368,0.35386,0.41447,0.51613,0.28543
5.376,0.36461,0.42033,0.51906,0.28348
5.384,0.37634,0.42815,0.52297,0.28055
5.392,0.38807,0.43891,0.5259,0.27957
5.4,0.40078,0.45357,0.52884,0.27859
5.408,0.41349,0.47214,0.53275,0.27566
5.416,0.42717,0.49169,0.53568,0.2737
5.424,0.43988,0.51026,0.53959,0.27273
5.432,0.45161,0.52884,0.5435,0.27273
5.44,0.46432,0.54448,0.54741,0.27273
5.448,0.47605,0.55816,0.55132,0.27273
5.456,0.48974,0.56891,0.55523,0.27273
5.464,0.50244,0.57674,0.55914,0.27175
5.472,0.51711,0.58358,0.56305,0.27077
5.48,0.53275,0.58847,0.56696,0.26979
5.488,0.54839,0.58944,0.57087,0.27077
5.496,0.56403,0.59042,0.57576,0.27273
5.504,0.57967,0.59042,0.57967,0.27859
5.512,0.59629,0.58944,0.58553,0.28935
5.52,0.60997,0.58651,0.59042,0.30694
5.528,0.62463,0.5826,0.59531,0.33138
5.536,0.63734,0.57674,0.6002,0.36266
5.544,0.65005,0.56989,0.60508,0.39883
5.552,0.66373,0.56012,0.60997,0.43988
5.56,0.67742,0.54839,0.61486,0.48094
5.568,0.69208,0.53666,0.61975,0.52199
5.576,0.70772,0.52395,0.62561,0.55914
5.584,0.72043,0.5132,0.6305,0.59238
5.592,0.73412,0.50538,0.63539,0.61779
5.6,0.74682,0.49853,0.64125,0.63636
5.608,0.76051,0.49267,0.64614,0.65396
5.616,0.77419,0.4868,0.65103,0.66764
5.624,0.78788,0.48289,0.65591,0.67644
5.632,0.80254,0.48094,0.65982,0.68035
5.64,0.81818,0.47996,0.66471,0.68133
5.648,0.83382,0.47898,0.6696,0.67742
5.656,0.84946,0.47801,0.67351,0.6696
5.664,0.86608,0.4741,0.6784,0.65885
5.672,0.88172,0.47019,0.68231,0.64614
5.68,0.89638,0.46628,0.68719,0.63245
5.688,0.91105,0.46237,0.69013,0.61877
5.696,0.92473,0.45748,0.69404,0.60508
5.704,0.93744,0.45259,0.69697,0.59042
5.712,0.9521,0.44868,0.6999,0.57576
5.72,0.96676,0.44477,0.70283,0.56109
5.728,0.98143,0.44086,0.70479,0.54643
5.736,0.99707,0.43597,0.70577,0.53275
5.744,0.99804,0.43109,0.70772,0.52004
5.752,1,0.42717,0.7087,0.50831
5.76,1,0.42424,0.70968,0.49658
5.768,1,0.42131,0.70968,0.4868
5.776,1,0.41838,0.71065,0.47703
5.784,1,0.41642,0.71065,0.46725
5.792,1,0.41447,0.71065,0.46041
5.8,1,0.41349,0.71065,0.45259
5.808,1,0.41251,0.71065,0.44575
5.816,1,0.41251,0.71065,0.43988
5.824,1,0.41349,0.71065,0.43304
5.832,1,0.41349,0.71163,0.42717
5.84,1,0.41447,0.71163,0.42131
5.848,1,0.41642,0.71261,0.41544
5.856,1,0.41838,0.71261,0.41056
5.864,1,0.42033,0.71261,0.40469
5.872,1,0.42229,0.71261,0.3998
5.88,1,0.42229,0.71261,0.39589
5.888,1,0.42326,0.71261,0.39198
5.896,1,0.42326,0.71359,0.38807
5.904,1,0.42326,0.71457,0.38319
5.912,1,0.42326,0.71457,0.3783
5.92,1,0.42424,0.71554,0.37243
5.928,1,0.42326,0.71652,0.36559
5.936,1,0.42229,0.7175,0.35973
5.944,1,0.42033,0.7175,0.35484
5.952,1,0.4174,0.71848,0.34995
5.96,1,0.41544,0.71848,0.34604
5.968,1,0.41251,0.71848,0.34115
5.976,1,0.40958,0.71848,0.33724
5.984,1,0.4086,0.71848,0.33333
5.992,1,0.40958,0.71848,0.3304
6,1,0.41056,0.7175,0.32747
6.008,1,0.41349,0.7175,0.32551
6.016,1,0.41935,0.71848,0.32356
6.024,1,0.42717,0.71848,0.3216
6.032,1,0.43695,0.71848,0.32063
6.04,1,0.45064,0.71848,0.31867
6.048,1,0.46725,0.71848,0.31769
6.056,1,0.48583,0.71848,0.31574
6.064,1,0.50342,0.71848,0.31378
6.072,1,0.52004,0.71848,0.31183
6.08,0.98338,0.53372,0.71848,0.31085
6.088,0.96676,0.5435,0.7175,0.3089
6.096,0.94624,0.55327,0.7175,0.30792
6.104,0.92669,0.56207,0.71652,0.30596
6.112,0.9042,0.56989,0.71652,0.30401
6.12,0.88172,0.57576,0.71554,0.30108
6.128,0.85826,0.57967,0.71457,0.29912
6.136,0.8348,0.5826,0.71359,0.29814
6.144,0.81036,0.58162,0.71163,0.29717
6.152,0.7869,0.58065,0.71065,0.29521
6.16,0.76442,0.57771,0.7087,0.29423
6.168,0.74194,0.57087,0.70674,0.29326
6.176,0.72239,0.56207,0.70577,0.29228
6.184,0.70186,0.5523,0.70381,0.29032
6.192,0.68133,0.54252,0.70186,0.3001
6.2,0.66178,0.53079,0.6999,0.31378
6.208,0.64223,0.51906,0.69697,0.31965
6.216,0.62268,0.50831,0.69404,0.3216
6.224,0.60508,0.49756,0.6911,0.3216
6.232,0.58749,0.48974,0.68817,0.32063
6.24,0.57283,0.48289,0.68622,0.31965
6.248,0.55718,0.47703,0.68328,0.31965
6.256,0.5435,0.47214,0.68133,0.31965
6.264,0.52981,0.46921,0.67742,0.31965
6.272,0.51711,0.46725,0.67449,0.31965
6.28,0.50342,0.46628,0.67058,0.32063
6.288,0.49267,0.46628,0.66764,0.32356
6.296,0.48192,0.46432,0.66276,0.32845
6.304,0.47312,0.46237,0.65885,0.33724
6.312,0.46432,0.45846,0.65494,0.35288
6.32,0.4565,0.45455,0.65005,0.37341
6.328,0.44966,0.44966,0.64516,0.40078
6.336,0.44282,0.44477,0.64027,0.43304
6.344,0.43695,0.43988,0.63539,0.46823
6.352,0.43206,0.435,0.6305,0.5044
6.36,0.42717,0.43109,0.62463,0.54057
6.368,0.42326,0.42717,0.61877,0.57478
6.376,0.41935,0.42522,0.6129,0.60508
6.384,0.41642,0.42326,0.60704,0.62757
6.392,0.41349,0.42229,0.6002,0.64418
6.4,0.41056,0.42033,0.59433,0.65885
6.408,0.4086,0.4174,0.58847,0.6696
6.416,0.40762,0.41544,0.58162,0.67742
6.424,0.40567,0.41447,0.57478,0.68133
6.432,0.40567,0.41447,0.56794,0.68231
6.44,0.40469,0.41447,0.56012,0.67937
6.448,0.40469,0.41447,0.5523,0.67449
6.456,0.40567,0.41447,0.5435,0.66667
6.464,0.40567,0.41544,0.53568,0.65591
6.472,0.40665,0.41642,0.52688,0.64418
6.48,0.40665,0.41838,0.51808,0.63148
6.488,0.40665,0.41935,0.51026,0.61877
6.496,0.40665,0.42033,0.50147,0.60704
6.504,0.40665,0.42131,0.49365,0.59433
6.512,0.40567,0.42326,0.4868,0.58065
6.52,0.40469,0.42326,0.47801,0.56696
6.528,0.40274,0.42424,0.46921,0.55327
6.536,0.40078,0.42424,0.45943,0.54057
6.544,0.39785,0.42424,0.44966,0.52884
6.552,0.39492,0.42424,0.44086,0.51711
6.56,0.39101,0.42424,0.43206,0.50635
6.568,0.38807,0.42326,0.42229,0.49658
6.576,0.38221,0.42229,0.41349,0.48876
6.584,0.37732,0.42033,0.40469,0.48094
6.592,0.3695,0.41935,0.39589,0.47507
6.6,0.36266,0.4174,0.38612,0.47019
6.608,0.35386,0.41544,0.37634,0.4653
6.616,0.34604,0.41544,0.36755,0.45943
6.624,0.33627,0.4174,0.35777,0.45455
6.632,0.32747,0.42229,0.348,0.44966
6.64,0.31965,0.43109,0.3392,0.44379
6.648,0.31085,0.44477,0.3304,0.43891
6.656,0.30303,0.46334,0.3216,0.435
6.664,0.29619,0.48485,0.31378,0.43011
6.672,0.28935,0.50733,0.30596,0.42522
6.68,0.28348,0.52688,0.29912,0.42033
6.688,0.27761,0.54448,0.29228,0.41642
6.696,0.27273,0.55914,0.28543,0.41349
6.704,0.26882,0.56989,0.27957,0.40958
6.712,0.26588,0.58162,0.2737,0.40567
6.72,0.26295,0.5914,0.26784,0.40078
6.728,0.261,0.59922,0.26295,0.39687
6.736,0.26002,0.60508,0.25904,0.39198
6.744,0.25904,0.60802,0.25415,0.38807
6.752,0.25904,0.60997,0.25024,0.38319
6.76,0.25904,0.61095,0.24731,0.37928
6.768,0.25806,0.61193,0.2434,0.37537
6.776,0.25806,0.60997,0.24047,0.37243
6.784,0.25806,0.60802,0.23754,0.3695
6.792,0.25806,0.60606,0.2346,0.36852
6.8,0.25709,0.60215,0.23167,0.36657
6.808,0.25611,0.59726,0.22874,0.36364
6.816,0.25513,0.59042,0.22678,0.36168
6.824,0.25415,0.58065,0.22385,0.35875
6.832,0.25024,0.56891,0.2219,0.35582
6.84,0.24731,0.55718,0.21896,0.35288
6.848,0.2434,0.54448,0.21701,0.35191
6.856,0.23949,0.53079,0.21505,0.34995
6.864,0.2346,0.51906,0.2131,0.348
6.872,0.23069,0.50929,0.21017,0.34604
6.88,0.22581,0.50147,0.20821,0.34506
6.888,0.22092,0.49462,0.20528,0.34311
6.896,0.21505,0.48876,0.20235,0.34213
6.904,0.21017,0.48485,0.20039,0.34213
6.912,0.20235,0.48094,0.19746,0.34115
6.92,0.1955,0.47801,0.1955,0.34018
6.928,0.18866,0.47507,0.19355,0.3392
6.936,0.18182,0.47214,0.19159,0.33822
6.944,0.17498,0.46921,0.18964,0.33724
6.952,0.16716,0.46725,0.18768,0.33529
6.96,0.16129,0.46334,0.18573,0.33333
6.968,0.1564,0.46041,0.18475,0.33138
6.976,0.15152,0.45748,0.18377,0.32942
6.984,0.14761,0.45455,0.1828,0.32747
6.992,0.1437,0.45259,0.1828,0.32649
7,0.14076,0.44966,0.1828,0.32649
7.008,0.13783,0.44673,0.1828,0.32551
7.016,0.1349,0.44184,0.1828,0.32551
7.024,0.13392,0.43695,0.1828,0.32551
7.032,0.13196,0.43304,0.1828,0.32551
7.04,0.13099,0.42815,0.18377,0.32551
7.048,0.13099,0.42424,0.18377,0.32551
7.056,0.13099,0.42033,0.18475,0.32649
7.064,0.13196,0.41642,0.18475,0.3304
7.072,0.13294,0.41349,0.18573,0.33724
7.08,0.13392,0.41153,0.18671,0.34897
7.088,0.1349,0.40958,0.18671,0.36364
7.096,0.13587,0.4086,0.18866,0.38221
7.104,0.13587,0.40762,0.18964,0.40665
7.112,0.13685,0.40762,0.19159,0.435
7.12,0.13685,0.40567,0.19355,0.46725
7.128,0.13685,0.40469,0.19453,0.49951
7.136,0.13685,0.40469,0.19648,0.53177
7.144,0.13685,0.40371,0.19746,0.56109
7.152,0.13587,0.40469,0.19844,0.58847
7.16,0.1349,0.40567,0.20039,0.61095
7.168,0.13294,0.40762,0.20137,0.6305
7.176,0.13099,0.4086,0.20235,0.64516
7.184,0.12805,0.40762,0.20332,0.65494
7.192,0.1261,0.40762,0.2043,0.6608
7.2,0.12414,0.40567,0.20528,0.66373
7.208,0.12121,0.40371,0.20626,0.66471
7.216,0.1173,0.40274,0.20723,0.66373
7.224,0.11339,0.40078,0.20723,0.65982
7.232,0.10753,0.40078,0.20723,0.65396
7.24,0.10264,0.3998,0.20723,0.64712
7.248,0.095797,0.3998,0.20723,0.63832
7.256,0.089932,0.40078,0.20723,0.62854
7.264,0.082111,0.40371,0.20723,0.61779
7.272,0.075269,0.4086,0.20723,0.60606
7.28,0.069404,0.41642,0.20723,0.59335
7.288,0.063539,0.4262,0.20723,0.58065
7.296,0.059629,0.44086,0.20723,0.56891
7.304,0.055718,0.45943,0.20626,0.55718
7.312,0.051808,0.47996,0.20528,0.54545
7.32,0.048876,0.50049,0.20332,0.5347
7.328,0.045943,0.52004,0.20137,0.52493
7.336,0.043011,0.53861,0.19844,0.51613
7.344,0.041056,0.55425,0.19648,0.50831
7.352,0.039101,0.56598,0.19355,0.50049
7.36,0.038123,0.5738,0.19062,0.49267
7.368,0.037146,0.58065,0.18866,0.48583
7.376,0.036168,0.58358,0.18671,0.47996
7.384,0.036168,0.58456,0.18377,0.4741
7.392,0.036168,0.58553,0.18182,0.46823
7.4,0.036168,0.58553,0.17889,0.46237
7.408,0.037146,0.58456,0.17595,0.45552
7.416,0.038123,0.58358,0.174,0.44966
7.424,0.040078,0.58162,0.17204,0.44282
7.432,0.042033,0.57869,0.17009,0.43597
7.44,0.044966,0.5738,0.16813,0.42913
7.448,0.047898,0.56891,0.16716,0.42229
7.456,0.051808,0.56012,0.16618,0.41544
7.464,0.055718,0.55034,0.1652,0.4086
7.472,0.060606,0.53666,0.16422,0.40176
7.48,0.065494,0.52297,0.16422,0.39492
7.488,0.071359,0.51026,0.16422,0.39003
7.496,0.077224,0.49756,0.16422,0.38514
7.504,0.083089,0.4868,0.1652,0.38025
7.512,0.089932,0.47801,0.16618,0.37537
7.52,0.096774,0.47116,0.16716,0.3695
7.528,0.10264,0.46628,0.16813,0.36461
7.536,0.11144,0.46334,0.17009,0.35875
7.544,0.12023,0.46041,0.17204,0.35386
7.552,0.13001,0.4565,0.17302,0.34897
7.56,0.14076,0.45357,0.17498,0.34409
7.568,0.15249,0.44966,0.17595,0.3392
7.576,0.1652,0.4477,0.17791,0.33529
7.584,0.17889,0.44575,0.17986,0.33236
7.592,0.19257,0.44184,0.18182,0.3304
7.6,0.20528,0.43793,0.18377,0.32845
7.608,0.21896,0.43402,0.18573,0.32649
7.616,0.23069,0.43109,0.18768,0.32454
7.624,0.2434,0.42717,0.18964,0.32258
7.632,0.25806,0.42424,0.19062,0.3216
7.64,0.27175,0.42229,0.19159,0.31965
7.648,0.28641,0.41935,0.19257,0.31769
7.656,0.30205,0.41544,0.19257,0.31476
7.664,0.31574,0.41251,0.19355,0.31281
7.672,0.32942,0.41056,0.19355,0.30987
7.68,0.34311,0.4086,0.19453,0.30694
7.688,0.35582,0.40665,0.19453,0.30499
7.696,0.37048,0.40469,0.1955,0.30401
7.704,0.38514,0.40176,0.1955,0.30205
7.712,0.40078,0.3998,0.1955,0.3001
7.72,0.41642,0.39687,0.1955,0.29814
7.728,0.43304,0.39394,0.1955,0.29619
7.736,0.44868,0.39198,0.1955,0.29423
7.744,0.46628,0.39003,0.1955,0.29228
7.752,0.48289,0.39003,0.1955,0.2913
7.76,0.49756,0.38905,0.1955,0.29032
7.768,0.5132,0.39101,0.19648,0.28935
7.776,0.52688,0.39296,0.19746,0.28837
7.784,0.54154,0.39394,0.19844,0.28837
7.792,0.55425,0.39296,0.20039,0.28837
7.8,0.56794,0.39296,0.20235,0.28837
7.808,0.58065,0.39198,0.2043,0.28739
7.816,0.59335,0.39003,0.20626,0.28446
7.824,0.60411,0.38905,0.20821,0.28152
7.832,0.61486,0.38807,0.20919,0.27859
7.84,0.62463,0.3871,0.21114,0.27566
7.848,0.63343,0.38612,0.2131,0.27566
7.856,0.64223,0.38514,0.21408,0.27859
7.864,0.65103,0.38319,0.21603,0.28739
7.872,0.65885,0.38123,0.21799,0.30108
7.88,0.66764,0.37928,0.21994,0.31965
7.888,0.67644,0.3783,0.2219,0.34115
7.896,0.68524,0.37732,0.22385,0.36364
7.904,0.69404,0.3783,0.22581,0.39198
7.912,0.70381,0.38123,0.22776,0.42424
7.92,0.71359,0.38807,0.22972,0.4565
7.928,0.72239,0.39785,0.23167,0.48876
7.936,0.73216,0.41251,0.23363,0.51808
7.944,0.74194,0.43011,0.2346,0.54448
7.952,0.75269,0.45064,0.23558,0.56598
7.96,0.76442,0.47116,0.23656,0.58456
7.968,0.77713,0.49071,0.23851,0.59726
7.976,0.78983,0.50733,0.23851,0.60704
7.984,0.80254,0.52004,0.23949,0.61193
7.992,0.81525,0.53372,0.24047,0.6129
8,0.82796,0.54643,0.24145,0.6129
8.008,0.84066,0.55718,0.24145,0.60997
8.016,0.85435,0.565,0.24242,0.60606
8.024,0.86804,0.56989,0.24242,0.6002
8.032,0.8827,0.57185,0.24242,0.59238
8.04,0.89736,0.57185,0.24242,0.58358
8.048,0.913,0.56989,0.2434,0.5738
8.056,0.92864,0.56794,0.24242,0.56207
8.064,0.94526,0.565,0.24145,0.55034
8.072,0.9609,0.56109,0.23949,0.53763
8.08,0.97556,0.55621,0.23851,0.52493
8.088,0.98925,0.55034,0.23656,0.51417
8.096,0.99511,0.5435,0.2346,0.50342
8.104,1,0.5347,0.23265,0.49267
8.112,1,0.52395,0.23167,0.48192
8.12,1,0.51222,0.22874,0.47116
8.128,1,0.49951,0.22678,0.46139
8.136,1,0.48876,0.22385,0.45259
8.144,1,0.47898,0.22092,0.44575
8.152,1,0.47116,0.21896,0.43891
8.16,1,0.4653,0.21701,0.43304
8.168,1,0.46041,0.21603,0.42815
8.176,1,0.45846,0.21408,0.42229
8.184,1,0.45748,0.21212,0.41838
8.192,1,0.4565,0.21017,0.41349
8.2,1,0.4565,0.20821,0.40762
8.208,1,0.4565,0.20626,0.40176
8.216,1,0.4565,0.2043,0.39492
8.224,1,0.45455,0.20235,0.38905
8.232,1,0.45259,0.20137,0.38221
8.24,1,0.44966,0.20039,0.38807
8.248,1,0.44673,0.19941,0.40078
8.256,1,0.44184,0.19941,0.40371
8.264,1,0.43695,0.19941,0.40274
8.272,1,0.43206,0.19941,0.3998
8.28,1,0.42717,0.20039,0.39687
8.288,1,0.42326,0.20137,0.39394
8.296,1,0.41935,0.20332,0.39003
8.304,1,0.41544,0.20528,0.3871
8.312,1,0.41153,0.20821,0.38416
8.32,1,0.4086,0.21017,0.38123
8.328,1,0.40762,0.21212,0.3783
8.336,1,0.40665,0.21505,0.37537
8.344,1,0.40665,0.21701,0.37243
8.352,1,0.40762,0.21994,0.36852
8.36,1,0.40762,0.2219,0.36559
8.368,1,0.40762,0.22483,0.36168
8.376,1,0.4086,0.22776,0.35875
8.384,1,0.40762,0.23069,0.35777
8.392,1,0.40762,0.2346,0.35679
8.4,1,0.40665,0.23754,0.35582
8.408,1,0.40567,0.24047,0.35582
8.416,1,0.40567,0.24438,0.35582
8.424,1,0.40469,0.24633,0.35484
8.432,1,0.40469,0.24927,0.35484
8.44,1,0.40567,0.2522,0.35288
8.448,1,0.40567,0.25415,0.35191
8.456,1,0.40371,0.25611,0.34995
8.464,1,0.40176,0.25806,0.348
8.472,1,0.3998,0.26002,0.34604
8.48,1,0.39785,0.26197,0.34506
8.488,1,0.39589,0.26393,0.34409
8.496,0.97458,0.39394,0.26588,0.34213
8.504,0.94819,0.39101,0.26686,0.34018
8.512,0.91496,0.39003,0.26882,0.33822
8.52,0.88172,0.38905,0.26979,0.33724
8.528,0.84751,0.38905,0.27077,0.33627
8.536,0.81232,0.39003,0.27273,0.33529
8.544,0.7781,0.39198,0.2737,0.33431
8.552,0.74389,0.39589,0.27566,0.33333
8.56,0.71359,0.40274,0.27664,0.33236
8.568,0.68328,0.41251,0.27859,0.33236
8.576,0.65689,0.42326,0.28055,0.33138
8.584,0.6305,0.43597,0.2825,0.33138
8.592,0.60704,0.45259,0.28446,0.33236
8.6,0.58358,0.47116,0.28739,0.33236
8.608,0.56207,0.48876,0.28935,0.33236
8.616,0.54057,0.50733,0.29228,0.33236
8.624,0.52297,0.52493,0.29521,0.33236
8.632,0.50538,0.53959,0.29814,0.33236
8.64,0.48974,0.55132,0.30108,0.33236
8.648,0.47507,0.56012,0.30401,0.33333
8.656,0.46334,0.565,0.30694,0.33822
8.664,0.45064,0.56598,0.30987,0.34702
8.672,0.44086,0.56598,0.31378,0.35973
8.68,0.43109,0.56403,0.31672,0.37439
8.688,0.42326,0.56012,0.32063,0.39198
8.696,0.41544,0.55523,0.32551,0.41447
8.704,0.4086,0.55034,0.32942,0.43891
8.712,0.40176,0.5435,0.33431,0.46432
8.72,0.39589,0.5347,0.3392,0.48876
8.728,0.39003,0.52395,0.34409,0.51222
8.736,0.38416,0.51222,0.348,0.53275
8.744,0.37928,0.50147,0.35191,0.54936
8.752,0.37341,0.49267,0.35582,0.56305
8.76,0.36755,0.48583,0.3607,0.5738
8.768,0.36168,0.47996,0.36559,0.58162
8.776,0.35582,0.47507,0.37048,0.58651
8.784,0.34995,0.47214,0.37537,0.58944
8.792,0.34506,0.47019,0.38025,0.58944
8.8,0.34018,0.47019,0.38416,0.58847
8.808,0.33529,0.46921,0.38807,0.58553
8.816,0.3304,0.46725,0.39296,0.58065
8.824,0.32551,0.4653,0.39687,0.57576
8.832,0.3216,0.46237,0.40078,0.56891
8.84,0.31672,0.45943,0.40469,0.56207
8.848,0.31281,0.45552,0.4086,0.55425
8.856,0.30987,0.45161,0.41349,0.54643
8.864,0.30792,0.44868,0.4174,0.53763
8.872,0.30596,0.44575,0.42131,0.52786
8.88,0.30499,0.44282,0.42522,0.52004
8.888,0.30401,0.44086,0.42913,0.51222
8.896,0.30401,0.43891,0.43206,0.5044
8.904,0.30401,0.43695,0.43402,0.4956
8.912,0.30499,0.43402,0.43695,0.48778
8.92,0.30596,0.43206,0.43793,0.48094
8.928,0.30792,0.42913,0.43988,0.4741
8.936,0.30987,0.42717,0.44184,0.46823
8.944,0.31281,0.42424,0.44282,0.46334
8.952,0.31476,0.42229,0.44379,0.45846
8.96,0.31867,0.42131,0.44477,0.45455
8.968,0.3216,0.41935,0.44477,0.45064
8.976,0.32551,0.41838,0.44575,0.44575
8.984,0.32942,0.4174,0.44673,0.44282
8.992,0.33431,0.41544,0.4477,0.43891
9,0.3392,0.41349,0.44868,0.43402
9.008,0.34409,0.41153,0.44966,0.43011
9.016,0.348,0.41056,0.45161,0.42522
9.024,0.35288,0.41056,0.45357,0.42033
9.032,0.35777,0.41056,0.45552,0.41642
9.04,0.3607,0.41153,0.45846,0.41153
9.048,0.36461,0.41153,0.46041,0.40762
9.056,0.36755,0.41153,0.46334,0.40371
9.064,0.3695,0.41056,0.4653,0.3998
9.072,0.37048,0.41056,0.46823,0.39589
9.08,0.37146,0.41056,0.47019,0.39296
9.088,0.37048,0.41251,0.47312,0.39003
9.096,0.37048,0.41447,0.47605,0.3871
9.104,0.36852,0.41642,0.47996,0.38416
9.112,0.36657,0.41838,0.48192,0.38123
9.12,0.36461,0.41838,0.48485,0.3783
9.128,0.36168,0.41838,0.48778,0.37634
9.136,0.35582,0.41838,0.49071,0.37439
9.144,0.35093,0.41838,0.49462,0.37341
9.152,0.34311,0.41935,0.49853,0.37146
9.16,0.33529,0.41935,0.50244,0.37048
9.168,0.32649,0.42033,0.50635,0.36852
9.176,0.31769,0.42229,0.51124,0.36657
9.184,0.30792,0.4262,0.51515,0.36461
9.192,0.29912,0.43597,0.52004,0.36266
9.2,0.28935,0.45064,0.52395,0.3607
9.208,0.28055,0.46921,0.52786,0.35875
9.216,0.27273,0.48876,0.53177,0.35777
9.224,0.26393,0.51026,0.5347,0.35679
9.232,0.25611,0.53177,0.53861,0.35582
9.24,0.24829,0.5523,0.54154,0.35484
9.248,0.24047,0.56891,0.54448,0.35288
9.256,0.23363,0.5826,0.54643,0.35191
9.264,0.22776,0.59238,0.54936,0.34995
9.272,0.2219,0.59824,0.55132,0.348
9.28,0.21799,0.60215,0.55327,0.34702
9.288,0.21408,0.60411,0.55425,0.34702
9.296,0.20919,0.60508,0.55621,0.34604
9.304,0.2043,0.60606,0.55718,0.34506
9.312,0.19941,0.60606,0.55816,0.34311
9.32,0.1955,0.60606,0.56012,0.34213
9.328,0.18964,0.60411,0.56109,0.34213
9.336,0.18475,0.6002,0.56305,0.34115
9.344,0.17986,0.59629,0.56403,0.34018
9.352,0.17498,0.59042,0.56598,0.3392
9.36,0.17009,0.58358,0.56794,0.33822
9.368,0.1652,0.57478,0.56891,0.33724
9.376,0.16129,0.56696,0.56989,0.33724
9.384,0.1564,0.55816,0.57087,0.33627
9.392,0.15054,0.54741,0.57185,0.33627
9.4,0.14565,0.53666,0.57283,0.33627
9.408,0.13881,0.52688,0.57478,0.33529
9.416,0.13294,0.51808,0.57674,0.33529
9.424,0.12708,0.51026,0.57869,0.33529
9.432,0.12121,0.50342,0.58065,0.33627
9.44,0.11535,0.49756,0.5826,0.33822
9.448,0.10948,0.49462,0.58456,0.34409
9.456,0.10362,0.49169,0.58651,0.35191
9.464,0.097752,0.48778,0.58847,0.36364
9.472,0.091887,0.48485,0.59042,0.37928
9.48,0.086022,0.48192,0.59238,0.39589
9.488,0.080156,0.47801,0.59433,0.41349
9.496,0.074291,0.4741,0.59629,0.435
